x1_image,x2_image,main softmax,branch softmax,prediction_main,prediction_branch,true result
vehicle_images/1633895205771_Toyota Aqua 2014 for sale.jpg,vehicle_images/1633900472451_Toyota Allion 260 G Grade 2007 for sale.jpg,"[0.5541155338287354, 0.3663202226161957, 5.2562977970183056e-08, 0.07956426590681076]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895232716_Toyota Starlet Model Duet 2001 for sale.jpg,vehicle_images/1633900472592_Toyota Premio NZT 260 2017 for sale.jpg,"[0.10705061256885529, 0.07725504785776138, 0.8035232424736023, 0.012171105481684208]","[0.0013503892114385962, 0.007954557426273823, 0.7339156866073608, 0.25677937269210815]",2,2,0
vehicle_images/1633895233206_Toyota Vitz 2009 for sale.jpg,vehicle_images/1633900473278_Toyota Allion 240 2002 for sale.jpg,"[0.42979487776756287, 0.5580781102180481, 1.08535118670261e-06, 0.012125941924750805]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895233671_Toyota CHR Gt 2017 for sale.jpg,vehicle_images/1633900473605_Toyota Allion 260 2010 for sale.jpg,"[0.07887215912342072, 0.3406904339790344, 5.934690534559195e-07, 0.5804367661476135]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895233826_Toyota Belta Pearl White 2009 for sale.jpg,vehicle_images/1633900473730_Toyota Aqua S Grade 2013 for sale.jpg,"[0.0007605492137372494, 0.028925614431500435, 0.047331053763628006, 0.9229827523231506]","[0.1724429875612259, 0.243957057595253, 0.15342311561107635, 0.43017685413360596]",3,3,0
vehicle_images/1633895234166_Toyota Premio 2017 for sale.jpg,vehicle_images/1633900474824_Toyota Prius Alpha 2013 for sale.jpg,"[0.20627045631408691, 0.16590310633182526, 0.04328221455216408, 0.58454430103302]","[0.29334965348243713, 0.3148949146270752, 0.07541821897029877, 0.3163372278213501]",3,3,0
vehicle_images/1633895234316_Toyota Aqua X URBAN Reg 2017 2015 for sale.jpg,vehicle_images/1633900506466_Toyota Land Cruiser Prado 2015 for sale.jpg,"[0.3190792500972748, 0.6127643585205078, 9.185322414850816e-05, 0.06806455552577972]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895236301_Toyota Vitz Full Option 2018 for sale.jpg,vehicle_images/1633900507406_Toyota Corolla 121 2004 for sale.jpg,"[0.36163872480392456, 0.5602511763572693, 5.808880086988211e-05, 0.07805200666189194]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895262476_Toyota Allion NZT260 2010 for sale.jpg,vehicle_images/1633900508326_Toyota Roomy 2017 for sale.jpg,"[0.11679118126630783, 0.8793478012084961, 4.8572861288675995e-08, 0.0038609583862125874]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895262655_Toyota Premio 2018 for sale.jpg,vehicle_images/1633900508641_Toyota Land Cruiser Sahara 202 Fully Loaded 2010 for sale.jpg,"[0.10435198992490768, 0.8863522410392761, 7.894615009718109e-06, 0.009287819266319275]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895263291_Toyota Vitz 2016 for sale.jpg,vehicle_images/1633900509103_Toyota Vitz 2 2016 for sale.jpg,"[0.1875860095024109, 0.16779254376888275, 6.633749904949582e-08, 0.6446214318275452]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895264356_Toyota Vitz 2008 for sale.jpg,vehicle_images/1633900509261_Toyota Premio G Superior 2019 for sale.jpg,"[0.8866111040115356, 0.06878842413425446, 5.897997471038252e-05, 0.04454142600297928]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895264496_Toyota Vitz KSP130 2016 for sale.jpg,vehicle_images/1633900510351_Toyota Axio X Limited 2010 for sale.jpg,"[0.5401048064231873, 0.4220433235168457, 2.940031720299885e-07, 0.03785156458616257]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895264944_Toyota Prius S Touring 2015 for sale.jpg,vehicle_images/1633900510522_Toyota Vitz Safety Edition 2 2018 for sale.jpg,"[0.6752691864967346, 0.3160092830657959, 0.007405079901218414, 0.0013164591509848833]","[0.17771339416503906, 0.2480347901582718, 0.14877943694591522, 0.4254724383354187]",0,3,0
vehicle_images/1633895265702_Toyota Aqua G Grade 2015 for sale.jpg,vehicle_images/1633900510821_Toyota Vitz 2015 for sale.jpg,"[0.17249467968940735, 0.25470778346061707, 6.257990207814146e-06, 0.5727912187576294]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895266165_Toyota Vitz Safety Edition 3 2019 for sale.jpg,vehicle_images/1633900511123_Toyota Axio WXB 2017 for sale.jpg,"[0.8152916431427002, 0.1532212644815445, 0.02904166653752327, 0.002445533173158765]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895266306_Toyota RAV4 push start 2007 for sale.jpg,vehicle_images/1633900529215_Toyota Axio G Limited 2007 for sale.jpg,"[0.5748045444488525, 0.3297567367553711, 5.1258737698844925e-08, 0.0954386368393898]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895295355_Toyota Land Cruiser Prado 2008 for sale.jpg,vehicle_images/1633900529514_Toyota Premio G Superior 2017 for sale.jpg,"[0.5085425972938538, 0.1824466586112976, 0.27380234003067017, 0.03520849347114563]","[0.011136696673929691, 0.038295596837997437, 0.5378566980361938, 0.4127110242843628]",0,2,0
vehicle_images/1633895295849_Toyota Hilux LN166 2000 for sale.jpg,vehicle_images/1633900529717_Toyota Corolla 121 2002 for sale.jpg,"[0.7589161396026611, 0.14587099850177765, 0.029139861464500427, 0.06607303023338318]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895296025_Toyota Aqua S Grade 2012 for sale.jpg,vehicle_images/1633900530547_Toyota Yaris 2011 for sale.jpg,"[0.9130957722663879, 0.06540127098560333, 3.418206688365899e-05, 0.021468834951519966]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895296204_Toyota Aqua G Grade 2013 for sale.jpg,vehicle_images/1633900530736_Toyota Raize 2020 for sale.jpg,"[0.5827279686927795, 0.1657877266407013, 0.0003272909380029887, 0.2511570453643799]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895296532_Toyota Aqua 2013 for sale.jpg,vehicle_images/1633900530877_Toyota Land Cruiser Sahara 2000 for sale.jpg,"[0.5862381458282471, 0.2726719379425049, 1.0840550203283783e-05, 0.14107902348041534]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895296696_Toyota Axio G Grade WXB 2017 for sale.jpg,vehicle_images/1633900531405_Toyota Axio X Limited 2010 for sale.jpg,"[0.5534893870353699, 0.3404884934425354, 2.7269442171018454e-07, 0.10602185875177383]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895297386_Toyota Vitz Push Start 2007 for sale.jpg,vehicle_images/1633900532220_Toyota Aqua G Grade 2012 for sale.jpg,"[0.21214990317821503, 0.7603552341461182, 0.0014111396158114076, 0.026083718985319138]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895297528_Toyota Fortuner 30 D4D V Grade 2014 for sale.jpg,vehicle_images/1633900532533_Toyota Esquire 2014 for sale.jpg,"[0.9344469904899597, 0.01625429093837738, 1.3706441315264328e-08, 0.04929875209927559]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895298406_Toyota Hilux Cab Sale 2007 for sale.jpg,vehicle_images/1633900532848_Toyota Land Cruiser Sahara V8 2015 for sale.jpg,"[0.5452433824539185, 0.45103180408477783, 6.19692075431999e-09, 0.003724772483110428]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895298553_Toyota Aqua S Limited 2015 for sale.jpg,vehicle_images/1633900533281_Toyota Premio GSuperior 2018 for sale.jpg,"[0.893631637096405, 0.05513759329915047, 1.5607885870849714e-05, 0.05121505632996559]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895298694_Toyota Hilux 2007 for sale.jpg,vehicle_images/1633900533766_Toyota Cami Jeep 4Ã4 2000 for sale.jpg,"[0.07584493607282639, 0.11300275474786758, 0.001958284992724657, 0.809194028377533]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895327981_Toyota Prius 2011 for sale.jpg,vehicle_images/1633900534137_Toyota Allion 2007 for sale.jpg,"[0.3899623453617096, 0.2177019715309143, 0.0017445138655602932, 0.39059126377105713]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895328666_Toyota Prius S Grade 2013 for sale.jpg,vehicle_images/1633900534293_Toyota Land Cruiser Prado Tx 150 2010 for sale.jpg,"[0.78128981590271, 0.0853651612997055, 1.418861484125955e-05, 0.13333086669445038]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895328986_Toyota Vitz Safety Edition 2018 for sale.jpg,vehicle_images/1633900561326_Toyota Axio G Grade 2015 for sale.jpg,"[0.6522514224052429, 0.07460217922925949, 2.792812949792278e-07, 0.2731460928916931]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895329666_Toyota Premio 260 model 2010 for sale.jpg,vehicle_images/1633900561466_Toyota Premio G Superior 2013 for sale.jpg,"[0.016462352126836777, 0.0589212104678154, 0.0015658916672691703, 0.923050582408905]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895329986_Toyota Axio G Grade 2013 for sale.jpg,vehicle_images/1633900562119_Toyota Fortuner 2013 for sale.jpg,"[0.1933068335056305, 0.7830412983894348, 0.01185189001262188, 0.011799903586506844]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895330416_Toyota Vitz safety 2016 for sale.jpg,vehicle_images/1633900562736_Toyota Hilux Revo 2019 for sale.jpg,"[0.3781515955924988, 0.25265464186668396, 0.0037201542872935534, 0.36547353863716125]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895330766_Toyota Axio 2014 for sale.jpg,vehicle_images/1633900563334_Toyota Vitz SCP90 2007 for sale.jpg,"[0.7445096969604492, 0.07337551563978195, 1.0297455446561798e-05, 0.18210454285144806]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895359420_Toyota Hilux LN 107 1993 for sale.jpg,vehicle_images/1633900563537_Toyota Allion 2016 for sale.jpg,"[0.22262386977672577, 0.03729717805981636, 0.057867225259542465, 0.682211697101593]","[0.037446312606334686, 0.0912386029958725, 0.38409778475761414, 0.4872172176837921]",3,3,0
vehicle_images/1633895359924_Toyota Vitz Safty edition 01 2016 for sale.jpg,vehicle_images/1633900564352_Toyota Premio 2013 for sale.jpg,"[0.9523217678070068, 0.04025416076183319, 1.6968493810054497e-07, 0.007423981558531523]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895361647_Toyota Corolla 1983 for sale.jpg,vehicle_images/1633900565160_Toyota Aqua Limited Edition 2015 for sale.jpg,"[0.1080160066485405, 0.8000788688659668, 0.040695011615753174, 0.051210109144449234]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895361951_Toyota Hilux roccoB5 2020 for sale.jpg,vehicle_images/1633900565300_Toyota Tank GS Grade 2019 for sale.jpg,"[0.43713271617889404, 0.5531167387962341, 0.008092662319540977, 0.0016578324139118195]","[0.09825605899095535, 0.17418283224105835, 0.24111706018447876, 0.48644405603408813]",1,3,0
vehicle_images/1633895362105_Toyota Vitz Safety Edition 2 2018 for sale.jpg,vehicle_images/1633900565646_Toyota Premio F 2017 for sale.jpg,"[0.3123829960823059, 0.23895542323589325, 3.207335339538986e-06, 0.4486583471298218]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895362821_Toyota CHR NGX10 2018 for sale.jpg,vehicle_images/1633900565817_Toyota CHR NGX 10 GT Turbo 2019 for sale.jpg,"[0.48738893866539, 0.3840252459049225, 0.004533626139163971, 0.12405220419168472]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895362957_Toyota Corolla 141 2011 for sale.jpg,vehicle_images/1633900591632_Toyota Soluna 2002 for sale.jpg,"[0.3627336919307709, 0.22973445057868958, 4.74704165753792e-06, 0.40752705931663513]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895388206_Toyota Corolla wagon DX 1984 for sale.jpg,vehicle_images/1633900592343_Toyota Allion 2002 for sale.jpg,"[0.4372803568840027, 0.5057111382484436, 0.0006002779700793326, 0.056408174335956573]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895388546_Toyota Axio X Grade 2014 for sale.jpg,vehicle_images/1633900592671_Toyota Prius S touring 2014 for sale.jpg,"[0.8790065050125122, 0.058624982833862305, 1.4249921242992514e-08, 0.06236850097775459]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895389426_Toyota Vitz ksp90 2007 for sale.jpg,vehicle_images/1633900594183_Toyota Prius 2010 for sale.jpg,"[0.29400894045829773, 0.1588815301656723, 0.23500190675258636, 0.312107652425766]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895389746_Toyota Corona AT150 1984 for sale.jpg,vehicle_images/1633900594404_Toyota Premio G Superior 2014 for sale.jpg,"[0.9758757948875427, 0.00928613543510437, 7.141650115727316e-08, 0.014837964437901974]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895389926_Toyota Tank 2017 for sale.jpg,vehicle_images/1633900595882_Toyota Land Cruiser Prado 150 TX 2015 for sale.jpg,"[0.1381441056728363, 0.014513233676552773, 0.01298561878502369, 0.8343570232391357]","[0.23024988174438477, 0.28348293900489807, 0.10966914147138596, 0.3765980303287506]",3,3,0
vehicle_images/1633895390086_Toyota Axio G Grade 2016 for sale.jpg,vehicle_images/1633900631038_Toyota Yaris 2008 for sale.jpg,"[0.7691586017608643, 0.17685715854167938, 2.6029789296444505e-05, 0.05395819619297981]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895390416_Toyota Vitz 2008 for sale.jpg,vehicle_images/1633900631571_Toyota Land Cruiser Prado TX 2013 for sale.jpg,"[0.24374663829803467, 0.021372390910983086, 0.00019999209325760603, 0.7346809506416321]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895391171_Toyota Vitz 2016 for sale.jpg,vehicle_images/1633900632382_Toyota Premio G Superior F EX Pack 2014 for sale.jpg,"[0.4334518015384674, 0.02743155136704445, 1.681445951362548e-06, 0.5391149520874023]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,0
vehicle_images/1633895391631_Toyota Premio 2020 for sale.jpg,vehicle_images/1633900632727_Toyota Premio G Superior 2017 for sale.jpg,"[0.9629033803939819, 0.009927266277372837, 2.3579961094810642e-08, 0.027169419452548027]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895392326_Toyota Allion 2016 for sale.jpg,vehicle_images/1633900635240_Toyota Premio used 2013 for sale.jpg,"[0.5719928741455078, 0.21703588962554932, 1.9877591057593236e-06, 0.21096929907798767]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895392536_Toyota Vitz DBAKSP 130 2015 for sale.jpg,vehicle_images/1633900635428_Toyota Passo Moda 2016 for sale.jpg,"[0.20176027715206146, 0.6732838153839111, 3.3278924092883244e-05, 0.12492255866527557]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895422091_Toyota Allion 2018 for sale.jpg,vehicle_images/1633900662758_Toyota Allion 2003 for sale.jpg,"[0.026853766292333603, 0.9568420052528381, 3.426098601266858e-06, 0.016300879418849945]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895422646_Toyota Hilux ROCCO B5 LIMITED 2018 for sale.jpg,vehicle_images/1633900663659_Toyota Premio G Superior 2014 for sale.jpg,"[0.08950494229793549, 0.7766823172569275, 4.2878888052655384e-05, 0.13376986980438232]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895422816_Toyota Corolla Ex Saloon 1996 for sale.jpg,vehicle_images/1633900663958_Toyota Aqua X URBAN 2015 for sale.jpg,"[0.4567207396030426, 0.4011988043785095, 3.896186171914451e-06, 0.14207658171653748]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,0
vehicle_images/1633895423096_Toyota Hilux Rocco B5 2019 for sale.jpg,vehicle_images/1633900664103_Toyota Allion 2011 for sale.jpg,"[0.30606338381767273, 0.6815353631973267, 1.0601060473902635e-08, 0.01240118034183979]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895423301_Toyota Hilux 25 Lt Turbo 2007 for sale.jpg,vehicle_images/1633900664259_Toyota Harrier Full Options 2014 for sale.jpg,"[0.3396383225917816, 0.646165132522583, 0.0014190425863489509, 0.012777523137629032]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
vehicle_images/1633895423601_Toyota Rush 2007 for sale.jpg,vehicle_images/1633900664558_Toyota Fortuner 2013 for sale.jpg,"[0.08738783001899719, 0.8844374418258667, 8.994469169465447e-09, 0.028174689039587975]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,0
